,ConcernID,IssueID,IssueDescription,ConcernDescription,ResolutionDescription,Clause,keyword_corpus,Breach,Predicted_Breach
26453,COM-501814,COM-501814_1,authority not provided to close accounts,- the disputant is the widow of a deceased customer - the disputant says she had her late husband's accounts closed in June 2017 - the disputant says the deceased's ANZ cheque account was reopened to pay a American Express Credit Card debt - the disputant says ANZ reopened her late husband's ANZ Frequent Flyer Platinum Card and that there was a charge of $295.00  on the statement  - the disputant advised that she finds it offensive for ANZ to seek a copy of the death certificate and Will before they speak to her about the deceased's accounts - the disputant advised FOS that she will not provide any documentation as this matter should have been finalised well before her late husband passed away this year,"- the deceased has no active accounts with ANZ and the disputant is not authorised to lodge a FOS complaint on behalf of the Estate - should the disputant provide documentation to verify that she has the authority on behalf of the Estate, we will respond to her concerns  The Financial Ombudsman Service closed the dispute at the status ""Closed TOR review"" and recorded the outcome as ""Outside Terms of Reference"", and the outcome type(s) as ""OTR 4.1 Applicant not Eligible "".",33,"- the disputant is the widow of a deceased customer - the disputant says she had her late husband's accounts closed in June 2017 - the disputant says the deceased's ANZ cheque account was reopened to pay a American Express Credit Card debt - the disputant says ANZ reopened her late husband's ANZ Frequent Flyer Platinum Card and that there was a charge of $295.00  on the statement  - the disputant advised that she finds it offensive for ANZ to seek a copy of the death certificate and Will before they speak to her about the deceased's accounts - the disputant advised FOS that she will not provide any documentation as this matter should have been finalised well before her late husband passed away this yearauthority not provided to close accounts- the deceased has no active accounts with ANZ and the disputant is not authorised to lodge a FOS complaint on behalf of the Estate - should the disputant provide documentation to verify that she has the authority on behalf of the Estate, we will respond to her concerns  The Financial Ombudsman Service closed the dispute at the status ""Closed TOR review"" and recorded the outcome as ""Outside Terms of Reference"", and the outcome type(s) as ""OTR 4.1 Applicant not Eligible "".33",1.0,0.0
26470,COM-501952,COM-501952_1,Been trying for several months to resolve this open account,SITUATION  Account closure for 2 years and all cardholders credit card to be closed and paid in full.,Account closed as at the 23/05. response sent in writing. case closed,33,SITUATION  Account closure for 2 years and all cardholders credit card to be closed and paid in full.Been trying for several months to resolve this open accountAccount closed as at the 23/05. response sent in writing. case closed33,1.0,1.0
26472,COM-501985,COM-501985_1,Customer is unhappy as their credit card was not closed when requested,Customer is unhappy as their credit card was not closed when requested,I apologised to the customer for the inconvenience and advised that feedback will be presented to the relevant areas for internal review. Reimbursed $20.00 and set a interest waiver to the account.,33,Customer is unhappy as their credit card was not closed when requestedCustomer is unhappy as their credit card was not closed when requestedI apologised to the customer for the inconvenience and advised that feedback will be presented to the relevant areas for internal review. Reimbursed $20.00 and set a interest waiver to the account.33,1.0,0.0
26507,COM-502269,COM-502269_1,Card was not closed and the customer was charged annual fee.,Customer had closed his ANZ Platinum card about 6-8 months ago but received a statement recently requesting for a $99.00 annual fee. He would like to have the card closed and fee waived.,Waived annual fee and ensure card will close to prevent further charges,33,Customer had closed his ANZ Platinum card about 6-8 months ago but received a statement recently requesting for a $99.00 annual fee. He would like to have the card closed and fee waived.Card was not closed and the customer was charged annual fee.Waived annual fee and ensure card will close to prevent further charges33,1.0,1.0
26533,COM-502661,COM-502661_1,customer is affected by ANZ closed account enquiries. customer is seeking email or posted copy of original letter stating a warning of closing her accounts.Customer also seeking information if her mortgage application will be revoked.,customer is affected by ANZ closed account enquiries. customer is seeking email or posted copy of original letter stating a warning of closing her accounts. Customer also seeking information if her mortgage application will be revoked.,"Letters advising of closure have been emailed to the Customer apologising for the delay, and advising them to contact accountclosures@anz for any further clarification.",33,"customer is affected by ANZ closed account enquiries. customer is seeking email or posted copy of original letter stating a warning of closing her accounts. Customer also seeking information if her mortgage application will be revoked.customer is affected by ANZ closed account enquiries. customer is seeking email or posted copy of original letter stating a warning of closing her accounts.Customer also seeking information if her mortgage application will be revoked.Letters advising of closure have been emailed to the Customer apologising for the delay, and advising them to contact accountclosures@anz for any further clarification.33",1.0,0.0
26645,COM-503782,COM-503782_1,the account remains open,Credit card was supposed to be closed in Jun 2017 but the card still remain opened. Customer made the payment was made $1177.22 on 13/6/2018 Customer is not happy that transactions still go through on the account and customer advised she should not be liable for that Customer raised a dispute of $795. 53 for Pet insurance because she cancelled the authorisation from the merchant,"Apologised to customer that the card has been closed when she requested Advised that I will credit all the fees charged, total of $329.10 on the account and request the account to be close while waiting for dispute to be completed. I process a credit of $50 via web voucher to remove block on the account",33,"Credit card was supposed to be closed in Jun 2017 but the card still remain opened. Customer made the payment was made $1177.22 on 13/6/2018 Customer is not happy that transactions still go through on the account and customer advised she should not be liable for that Customer raised a dispute of $795. 53 for Pet insurance because she cancelled the authorisation from the merchantthe account remains openApologised to customer that the card has been closed when she requested Advised that I will credit all the fees charged, total of $329.10 on the account and request the account to be close while waiting for dispute to be completed. I process a credit of $50 via web voucher to remove block on the account33",1.0,0.0
26687,COM-504214,COM-504214_1,credit card closure,Customer called ANZ and enquired why she cannot make a cash advance on her ANZ credit card. ANZ advised it had been cancelled however the account was still showing on her internet banking and Go Money. Customer advised it can still receive deposits. ANZ refusing to reinstate her credit card even though she says its still active and can receive funds.,Customer withdrew her complaint as she's lodging this through VCAT. FOS closed their file on 19/06/2018.,33,Customer called ANZ and enquired why she cannot make a cash advance on her ANZ credit card. ANZ advised it had been cancelled however the account was still showing on her internet banking and Go Money. Customer advised it can still receive deposits. ANZ refusing to reinstate her credit card even though she says its still active and can receive funds.credit card closureCustomer withdrew her complaint as she's lodging this through VCAT. FOS closed their file on 19/06/2018.33,1.0,0.0
26751,COM-504875,COM-504875_2,"Customer had no intention of closing the loan account, funds were transferred to have access to redraw, funds overpaid loan and loan closed off without customer knowledge.",Customer has deposited huge money into his loan account for safety reasons but it paid out his loan and the excess was refunded to the account. Branch advised him do a new loan but he thinks its expensive and time costly. Customer had no intention of closing the loan account and wants to know if its something we can do. He wants the funds to repair his house roof.,"Apologised to customer for all the inconvenience caused, and the poor service received, assured that feedback will be passed on via COm and also to Branch manager of Winnellie Branch, confirmed that loan account is now reopened, GWG offer of $395.00 re breakfree fee charged as resolution to complaint,",33,"Customer has deposited huge money into his loan account for safety reasons but it paid out his loan and the excess was refunded to the account. Branch advised him do a new loan but he thinks its expensive and time costly. Customer had no intention of closing the loan account and wants to know if its something we can do. He wants the funds to repair his house roof.Customer had no intention of closing the loan account, funds were transferred to have access to redraw, funds overpaid loan and loan closed off without customer knowledge.Apologised to customer for all the inconvenience caused, and the poor service received, assured that feedback will be passed on via COm and also to Branch manager of Winnellie Branch, confirmed that loan account is now reopened, GWG offer of $395.00 re breakfree fee charged as resolution to complaint,33",1.0,0.0
26752,COM-504875,COM-504875_3,"Customer had no intention of closing the loan account, funds were transferred to have access to redraw, funds overpaid loan and loan closed off without customer knowledge.",Customer has deposited huge money into his loan account for safety reasons but it paid out his loan and the excess was refunded to the account. Branch advised him do a new loan but he thinks its expensive and time costly. Customer had no intention of closing the loan account and wants to know if its something we can do. He wants the funds to repair his house roof.,"Apologised to customer for all the inconvenience caused, and the poor service received, assured that feedback will be passed on via COm and also to Branch manager of Winnellie Branch, confirmed that loan account is now reopened, GWG offer of $395.00 re breakfree fee charged as resolution to complaint,",33,"Customer has deposited huge money into his loan account for safety reasons but it paid out his loan and the excess was refunded to the account. Branch advised him do a new loan but he thinks its expensive and time costly. Customer had no intention of closing the loan account and wants to know if its something we can do. He wants the funds to repair his house roof.Customer had no intention of closing the loan account, funds were transferred to have access to redraw, funds overpaid loan and loan closed off without customer knowledge.Apologised to customer for all the inconvenience caused, and the poor service received, assured that feedback will be passed on via COm and also to Branch manager of Winnellie Branch, confirmed that loan account is now reopened, GWG offer of $395.00 re breakfree fee charged as resolution to complaint,33",1.0,0.0
26754,COM-504882,COM-504882_1,"account closed, not met T&C as per ANZ",ANZ Access Advantage Account  closed as per T&C not met. Customer advised she did not request to close the account,Advised customer that commercial decision to close account,33,"ANZ Access Advantage Account  closed as per T&C not met. Customer advised she did not request to close the accountaccount closed, not met T&C as per ANZAdvised customer that commercial decision to close account33",1.0,1.0
26793,COM-505281,COM-505281_1,Customer's credit card not closed and interest and fees accrued.,"Customer requested to close his ANZ First Free days card on 27 December 2017 and made cash advance $100.00 three days before. In April 2018, customer was advised he owes $164.00 due to interest and fees caused by the cash advance. Customer made the payment and closure finalised. Customer unhappy that he has to pay accrued interest and fees because ANZ unable to include the cash advance payment upon request to close account.",I emailed customer apologising for experience and advising I have credited his account for $64.00 as once off gwg.,33,"Customer requested to close his ANZ First Free days card on 27 December 2017 and made cash advance $100.00 three days before. In April 2018, customer was advised he owes $164.00 due to interest and fees caused by the cash advance. Customer made the payment and closure finalised. Customer unhappy that he has to pay accrued interest and fees because ANZ unable to include the cash advance payment upon request to close account.Customer's credit card not closed and interest and fees accrued.I emailed customer apologising for experience and advising I have credited his account for $64.00 as once off gwg.33",1.0,0.0
26864,COM-506002,COM-506002_1,Account was closed by ANZ due to inactivity.,Transfer from account closures. Customer is unhappy with the closure of his progress saver account with our prior notice. The account is linked to his eTrade account for share investment purpose. He had missed an opportunity to invest because the account was closed. He first spoke to a service consultant about this issue then requested to speak to his supervisor. The supervisor had refused to speak to him and advised the consultant to speak to account closure which would not be able to provide any further assistance.  Customer would like to have feedback provided for both issues.,Advised policy and provided feedback,33,Transfer from account closures. Customer is unhappy with the closure of his progress saver account with our prior notice. The account is linked to his eTrade account for share investment purpose. He had missed an opportunity to invest because the account was closed. He first spoke to a service consultant about this issue then requested to speak to his supervisor. The supervisor had refused to speak to him and advised the consultant to speak to account closure which would not be able to provide any further assistance.  Customer would like to have feedback provided for both issues.Account was closed by ANZ due to inactivity.Advised policy and provided feedback33,1.0,0.0
26881,COM-506120,COM-506120_1,account not closed,customer is unhappy as he was unaware of the overdraft account and limit. business the account has been linked to has ben closed for years and customer had no benefit of the account or the overdraft. customer has been charged fees and interest charges over the years. customer is seeking to close the account and clear the debit amount,"Advised customer will process a credit of the owing balance and then customer has to contact the business servicing team to process closure.,  customer understood and accepted",33,"customer is unhappy as he was unaware of the overdraft account and limit. business the account has been linked to has ben closed for years and customer had no benefit of the account or the overdraft. customer has been charged fees and interest charges over the years. customer is seeking to close the account and clear the debit amountaccount not closedAdvised customer will process a credit of the owing balance and then customer has to contact the business servicing team to process closure.,  customer understood and accepted33",1.0,1.0
26909,COM-506284,COM-506284_1,account not closed,Customer believed his ANZ Business One credit was closed since 2015. Customer has since released the account is open and incurring fees and charges. Customer want us to reverse the interest and fees charged on the account.,"Thank you for the opportunity to investigate this matter and respond to your concerns. We have considered all the information as provided by you and known to ANZ.   I have investigated your concern and confirm as per our records we received a request to reinstate your account on 27 January 2016 and your request was actioned. The statements are sent to the mailing address on file every month. Your card is closed as off 29 June 2017. The current outstanding balance on your card as off todays date is $8,030.42.  We respectfully decline your request to reverse the interest and fees charged on your account as Annual fee has been reversed since last two years on your card.  Please accept our apologies for any inconvenience this has caused you.",33,"Customer believed his ANZ Business One credit was closed since 2015. Customer has since released the account is open and incurring fees and charges. Customer want us to reverse the interest and fees charged on the account.account not closedThank you for the opportunity to investigate this matter and respond to your concerns. We have considered all the information as provided by you and known to ANZ.   I have investigated your concern and confirm as per our records we received a request to reinstate your account on 27 January 2016 and your request was actioned. The statements are sent to the mailing address on file every month. Your card is closed as off 29 June 2017. The current outstanding balance on your card as off todays date is $8,030.42.  We respectfully decline your request to reverse the interest and fees charged on your account as Annual fee has been reversed since last two years on your card.  Please accept our apologies for any inconvenience this has caused you.33",1.0,0.0
26934,COM-506456,COM-506456_2,Account closed as per T&C's,"Customer is upset that why ANZ is intending to close his accounts, wanting to know all the information facts that ANZ currently holds.",Advised customer to contact closed account enquiries team for further assistance regarding the account closures and sent an access request for the information customer requested and provided the contact number for the Customer Accounts and Maintenance team and the SLA time for the request to be actioned.,33,"Customer is upset that why ANZ is intending to close his accounts, wanting to know all the information facts that ANZ currently holds.Account closed as per T&C'sAdvised customer to contact closed account enquiries team for further assistance regarding the account closures and sent an access request for the information customer requested and provided the contact number for the Customer Accounts and Maintenance team and the SLA time for the request to be actioned.33",1.0,1.0
26994,COM-506975,COM-506975_1,account closure,customer has received a letter from ANZ advising his accounts will be closed due to his behaviour. customer has advised that we have made a decision based on what was advised by the branch. Customer wishes to send information on the incident and for us to consider ANZ's position,advised to send concerns in writing and will forward to the relevant member - and unable to confirm If we can change the decision  customer understood,33,customer has received a letter from ANZ advising his accounts will be closed due to his behaviour. customer has advised that we have made a decision based on what was advised by the branch. Customer wishes to send information on the incident and for us to consider ANZ's positionaccount closureadvised to send concerns in writing and will forward to the relevant member - and unable to confirm If we can change the decision  customer understood33,1.0,0.0
27034,COM-507430,COM-507430_1,Customer is seeking compensation of 49.82 due to offset account remaining open.,"Customer called to dispute an amount that he had to pay for his offset account (49.82) which was meant to be closed in October 2017 with his loan. Account was left open and customer accrued fees due to this, customer deposited money to bring account utd and is now disputing his amount as he believes ANZ did not close as per his instruction.","Customer accepted GWG of 49.82, complaint resolved.",33,"Customer called to dispute an amount that he had to pay for his offset account (49.82) which was meant to be closed in October 2017 with his loan. Account was left open and customer accrued fees due to this, customer deposited money to bring account utd and is now disputing his amount as he believes ANZ did not close as per his instruction.Customer is seeking compensation of 49.82 due to offset account remaining open.Customer accepted GWG of 49.82, complaint resolved.33",1.0,0.0
27068,COM-507560,COM-507560_1,account not closed as requested at the Glenelg branch,"Customer not happy that she has received a statement for her fathers accounts, claims that they were closed when he passed in April 2016, wanting accounts closed","confirmed that the account was open, advised feedback will be passed as part of the complaint",33,"Customer not happy that she has received a statement for her fathers accounts, claims that they were closed when he passed in April 2016, wanting accounts closedaccount not closed as requested at the Glenelg branchconfirmed that the account was open, advised feedback will be passed as part of the complaint33",1.0,0.0
27076,COM-507570,COM-507570_1,Credit Card not closed off correctly,Credit Card not closed off correctly,"letter sent to customer advising account closed, it will not impact credit file and that feedback has been passed along",33,"Credit Card not closed off correctlyCredit Card not closed off correctlyletter sent to customer advising account closed, it will not impact credit file and that feedback has been passed along33",1.0,0.0
27213,COM-507902,COM-507902_1,account closure due to terms and conditions,Customer called to advise that received letter in regards to the account being closed but wanted to know where have the funds been deposited,letter sent to customer advising replacement cheque post details and account closed as per terms and conditions,33,Customer called to advise that received letter in regards to the account being closed but wanted to know where have the funds been depositedaccount closure due to terms and conditionsletter sent to customer advising replacement cheque post details and account closed as per terms and conditions33,1.0,0.0
27215,COM-507909,COM-507909_1,Customer is not happy that a pending transaction on her credit card was not processed until 6 days after she paid out and closed her credit card.,Customer is not  happy that a pending transaction wasn't processed until 6 days after she paid out and closed her credit card.,Compensation paid for the amount of $55.79 for pending transaction and interest charges. Email sent to customer.,33,Customer is not  happy that a pending transaction wasn't processed until 6 days after she paid out and closed her credit card.Customer is not happy that a pending transaction on her credit card was not processed until 6 days after she paid out and closed her credit card.Compensation paid for the amount of $55.79 for pending transaction and interest charges. Email sent to customer.33,1.0,0.0
27256,COM-508049,COM-508049_1,*FOS case 531143* customer dispute the balance after the card being closed,*duplicate case to FOS 531143  COM-508595* Customer believed that he has closed the account in May 2018 so customer dispute the balance owing on his ANZ First Free Days Visa card at the moment.,Send letter referring to FOS,33,*duplicate case to FOS 531143  COM-508595* Customer believed that he has closed the account in May 2018 so customer dispute the balance owing on his ANZ First Free Days Visa card at the moment.*FOS case 531143* customer dispute the balance after the card being closedSend letter referring to FOS33,1.0,0.0
27292,COM-508115,COM-508115_1,account not closed,"Customer has an ANZ Online Saver account which he organised to be closed, however fees have applied and account remains open. Customer would like us to investigate further.","apologised to customer for any inconvenience caused to him as a result of the matter, confirmed his feedback has been presented to the relevant business areas for internal review. I confirmed with customer closure will be organised. SMS sent with COM, attempted to tfer to retention, line dropped. Case closed,",33,"Customer has an ANZ Online Saver account which he organised to be closed, however fees have applied and account remains open. Customer would like us to investigate further.account not closedapologised to customer for any inconvenience caused to him as a result of the matter, confirmed his feedback has been presented to the relevant business areas for internal review. I confirmed with customer closure will be organised. SMS sent with COM, attempted to tfer to retention, line dropped. Case closed,33",1.0,0.0
27302,COM-508138,COM-508138_1,Customer is not happy that new rates were applied to his mortgage lending without his approval.  Said he just wanted quotes so that he could compare with OFI's and hadn't agreed for it to be applied.  Says it was very difficult to deal with the staff member.,Customer is not happy that new rates were applied to his mortgage lending without his approval.  Said he just wanted quotes so that he could compare with OFI's and hadn't agreed for it to be applied.  Says it was very difficult to deal with the staff member.,Final response letter sent.,14a,Customer is not happy that new rates were applied to his mortgage lending without his approval.  Said he just wanted quotes so that he could compare with OFI's and hadn't agreed for it to be applied.  Says it was very difficult to deal with the staff member.Customer is not happy that new rates were applied to his mortgage lending without his approval.  Said he just wanted quotes so that he could compare with OFI's and hadn't agreed for it to be applied.  Says it was very difficult to deal with the staff member.Final response letter sent.14a,1.0,0.0
27322,COM-508173,COM-508173_1,cheque misplaced,customer visited ANZ MANDURAH branch to deposit a cheque of $320.00 towards his active ANZ credit card. The branch staff has deposited the funds into closed ANZ credit card due to which customer has been charged with late payment fee on the active card. customer wants us to locate the cheque and reverse the fees.,apologised for the inconvenience caused to him. Advised feedback on to the branch manager and dealt internally. advised the payment of $330.00 has been credited into the credit card on 1/6/2018  and advised as discussed yday will reverse the interest charged of $53.23 and late payment fee of $20.00 as the cheque was deposited into closed account by the branch staff   customer accepted it,33,customer visited ANZ MANDURAH branch to deposit a cheque of $320.00 towards his active ANZ credit card. The branch staff has deposited the funds into closed ANZ credit card due to which customer has been charged with late payment fee on the active card. customer wants us to locate the cheque and reverse the fees.cheque misplacedapologised for the inconvenience caused to him. Advised feedback on to the branch manager and dealt internally. advised the payment of $330.00 has been credited into the credit card on 1/6/2018  and advised as discussed yday will reverse the interest charged of $53.23 and late payment fee of $20.00 as the cheque was deposited into closed account by the branch staff   customer accepted it33,1.0,0.0
27339,COM-508200,COM-508200_1,account not closed correctly,Customer has an ANZ Paycard with us which has been paid out. Customer has recently received a statement to advise that there is an owing balance due. Customer is not satisfied about this and would like to clarify the account is closed and paid out.,I apologised to the customer for the inconvenience and advised that feedback will be provided to the relevant team for internal review. Card has since been closed and debt paid out.,33,Customer has an ANZ Paycard with us which has been paid out. Customer has recently received a statement to advise that there is an owing balance due. Customer is not satisfied about this and would like to clarify the account is closed and paid out.account not closed correctlyI apologised to the customer for the inconvenience and advised that feedback will be provided to the relevant team for internal review. Card has since been closed and debt paid out.33,1.0,0.0
27464,COM-508441,COM-508441_1,"customer closed her CC account, however someone is putting funds in to that account. Customer is concerned her account is compromised.","Customer closed her credit card account, however someone is transferring her funds from post office. She contacted ANZ before this matter before and she hasn't got any response. Customer is also getting texts from ANZ about appointment she did not make, Customer is concerned her account is compromised.",Educated the customer of the process. Customer advised if dispute is not lodge with in the next month she will change the status of the account to closed.,33,"Customer closed her credit card account, however someone is transferring her funds from post office. She contacted ANZ before this matter before and she hasn't got any response. Customer is also getting texts from ANZ about appointment she did not make, Customer is concerned her account is compromised.customer closed her CC account, however someone is putting funds in to that account. Customer is concerned her account is compromised.Educated the customer of the process. Customer advised if dispute is not lodge with in the next month she will change the status of the account to closed.33",1.0,0.0
27473,COM-508464,COM-508464_1,Account not closed hence fees and charges incurred.,registration Dispute summary	This overdraft account paid out with payout figure March 18 that figure 10099.26 to close the account. they have not close account and are continuing to charge interest and debit fees on a zero balance after closure of this account. the account is now minus 106.78. ANZ were paid out ANZ was advised to close account business overdraft How are ANZ charging interest on 0.00 balance as they had pay out figure in entirety as of the 9th March 18 they then have whacked on fees and charges to an account they were told to close  Claim amount	Unsure Outcome requested	ANZ to stop ripping people of close the account as they were supposed and remove there unwarranted fees.,"Apologized for the poor experience. Advised the account was not closed as the Buss Sel Pack was not cancelled at that time. Advised have organised for the package to be cancelled and will reverse any fees and charges. As she requested will organised for the account to be closed. Also customer is seeking to close her GST 2128-28862 account which is 0 balance. Advised will organised the same. Advised will pass on her feedback to be addressed internally. Offered $200.00 as GWG in light of the poor experience, customer accepted as full n final outcome of complaint. Will send letter, for signed acceptance. Customer OK. Acceptance received, accounts closed, GWG done as Buss decision.",33,"registration Dispute summary	This overdraft account paid out with payout figure March 18 that figure 10099.26 to close the account. they have not close account and are continuing to charge interest and debit fees on a zero balance after closure of this account. the account is now minus 106.78. ANZ were paid out ANZ was advised to close account business overdraft How are ANZ charging interest on 0.00 balance as they had pay out figure in entirety as of the 9th March 18 they then have whacked on fees and charges to an account they were told to close  Claim amount	Unsure Outcome requested	ANZ to stop ripping people of close the account as they were supposed and remove there unwarranted fees.Account not closed hence fees and charges incurred.Apologized for the poor experience. Advised the account was not closed as the Buss Sel Pack was not cancelled at that time. Advised have organised for the package to be cancelled and will reverse any fees and charges. As she requested will organised for the account to be closed. Also customer is seeking to close her GST 2128-28862 account which is 0 balance. Advised will organised the same. Advised will pass on her feedback to be addressed internally. Offered $200.00 as GWG in light of the poor experience, customer accepted as full n final outcome of complaint. Will send letter, for signed acceptance. Customer OK. Acceptance received, accounts closed, GWG done as Buss decision.33",1.0,1.0
27570,COM-508668,COM-508668_1,poor experience at the branch,"Customer opened an account online via Internet Banking. Received a call from ANZ to advise that she had not completed her identification. Customer is not happy as she applied on the basis that the account would be opened within 24 hours. Customer went to the branch after being dissatisfied with the identification process (existing customer).  Customer was asked why she did not book an appointment. Customer provided all her documents only to be told to book an appointment. Took $5,000.00 off the customer only for her to decline finalizing the KYC.","I apologised to the customer for the inconvenience and advised that feedback will be provided to the relevant team for internal review. Apologised as I am unable to assist with finalising identification the customer would need to go into the branch to organise this, advised I can try have the BM contact her to book an appointment if she wished.   Considering the poor experience and customer business I compensated $210.00 ($10.00 to cover the fee charged on the Business account and $200.00 as service compensation).",15,"Customer opened an account online via Internet Banking. Received a call from ANZ to advise that she had not completed her identification. Customer is not happy as she applied on the basis that the account would be opened within 24 hours. Customer went to the branch after being dissatisfied with the identification process (existing customer).  Customer was asked why she did not book an appointment. Customer provided all her documents only to be told to book an appointment. Took $5,000.00 off the customer only for her to decline finalizing the KYC.poor experience at the branchI apologised to the customer for the inconvenience and advised that feedback will be provided to the relevant team for internal review. Apologised as I am unable to assist with finalising identification the customer would need to go into the branch to organise this, advised I can try have the BM contact her to book an appointment if she wished.   Considering the poor experience and customer business I compensated $210.00 ($10.00 to cover the fee charged on the Business account and $200.00 as service compensation).15",1.0,0.0
27572,COM-508668,COM-508668_2,poor experience at the branch,"Customer opened an account online via Internet Banking. Received a call from ANZ to advise that she had not completed her identification. Customer is not happy as she applied on the basis that the account would be opened within 24 hours. Customer went to the branch after being dissatisfied with the identification process (existing customer).  Customer was asked why she did not book an appointment. Customer provided all her documents only to be told to book an appointment. Took $5,000.00 off the customer only for her to decline finalizing the KYC.","I apologised to the customer for the inconvenience and advised that feedback will be provided to the relevant team for internal review. Apologised as I am unable to assist with finalising identification the customer would need to go into the branch to organise this, advised I can try have the BM contact her to book an appointment if she wished.   Considering the poor experience and customer business I compensated $210.00 ($10.00 to cover the fee charged on the Business account and $200.00 as service compensation).",18.2,"Customer opened an account online via Internet Banking. Received a call from ANZ to advise that she had not completed her identification. Customer is not happy as she applied on the basis that the account would be opened within 24 hours. Customer went to the branch after being dissatisfied with the identification process (existing customer).  Customer was asked why she did not book an appointment. Customer provided all her documents only to be told to book an appointment. Took $5,000.00 off the customer only for her to decline finalizing the KYC.poor experience at the branchI apologised to the customer for the inconvenience and advised that feedback will be provided to the relevant team for internal review. Apologised as I am unable to assist with finalising identification the customer would need to go into the branch to organise this, advised I can try have the BM contact her to book an appointment if she wished.   Considering the poor experience and customer business I compensated $210.00 ($10.00 to cover the fee charged on the Business account and $200.00 as service compensation).18.2",1.0,0.0
27654,COM-508947,COM-508947_1,Customer not happy to pay $160 settlement fee since she is not advised about this.,Customer recently paid out the loan and applied for discharge of title. Burpengary branch advised her about only discharge fee $160 and she was not advised about settlement fee of $160.00 and she had to pay $501 in total and customer wanted to know why the fees were higher and doesn't want to pay it.,Offered customer we can refund $160 settlement fee only and other fees are applicable. Customer was happy and took the offer.,14a,Customer recently paid out the loan and applied for discharge of title. Burpengary branch advised her about only discharge fee $160 and she was not advised about settlement fee of $160.00 and she had to pay $501 in total and customer wanted to know why the fees were higher and doesn't want to pay it.Customer not happy to pay $160 settlement fee since she is not advised about this.Offered customer we can refund $160 settlement fee only and other fees are applicable. Customer was happy and took the offer.14a,1.0,0.0
27664,COM-508977,COM-508977_1,breakfree package not closed,customer is unhappy that he visited ANZ branch to close breakfree package and was advised that the package will be closed. customer has since found out that the package is still open has been charged fees  customer is seeking to close the package and fees to be reimbursed,afdvised customer will pass feedback and go back to the branch and organise the closure.  offered to credit $395.00 as GWG  customer accepted,33,customer is unhappy that he visited ANZ branch to close breakfree package and was advised that the package will be closed. customer has since found out that the package is still open has been charged fees  customer is seeking to close the package and fees to be reimbursedbreakfree package not closedafdvised customer will pass feedback and go back to the branch and organise the closure.  offered to credit $395.00 as GWG  customer accepted33,1.0,0.0
27722,COM-509112,COM-509112_1,branch gave incorrect info about offset account being linked,"broker called Brody gilbert 0431 427 474 he is unhappy as he feels ANZ has made him look silly since he submitted docs requesting the offset be activated and linked but didn't get advised there was no ineligible account when he found out it wasn't he requested customer to go in branch to open one where the branch advised that the offset was fine and linked which didn't happen, the loan was drawn 26/3 and offset wasn't linked until 23/5 want the interest backdated",apologised to the customer passed on feedback branch reaching out also and got interest adjustment actioned,14a,"broker called Brody gilbert 0431 427 474 he is unhappy as he feels ANZ has made him look silly since he submitted docs requesting the offset be activated and linked but didn't get advised there was no ineligible account when he found out it wasn't he requested customer to go in branch to open one where the branch advised that the offset was fine and linked which didn't happen, the loan was drawn 26/3 and offset wasn't linked until 23/5 want the interest backdatedbranch gave incorrect info about offset account being linkedapologised to the customer passed on feedback branch reaching out also and got interest adjustment actioned14a",1.0,0.0
27741,COM-509151,COM-509151_1,closed account t&cs,Customer is unhappy with ANZ closing his account ending 332. Customer is seeking compensation for disruption due to account being closed.,Offered customer $200.00 to resolve. adv anz unable to reopn accounts or explain further why. acceptance recvd and sent to FOS> web voucher processed to OFI account. offer made to avoid further escalation within FOS. FOS have closed their file. closure letter sent. closing concern,33,Customer is unhappy with ANZ closing his account ending 332. Customer is seeking compensation for disruption due to account being closed.closed account t&csOffered customer $200.00 to resolve. adv anz unable to reopn accounts or explain further why. acceptance recvd and sent to FOS> web voucher processed to OFI account. offer made to avoid further escalation within FOS. FOS have closed their file. closure letter sent. closing concern33,1.0,0.0
27793,COM-509269,COM-509269_1,Customer has been charged a Credit Card annual fee after the card was closed off .,Customer has lodged a complaint in regards to a Credit Card annual fee of $95 charged to his access account after he closed off the credit card.,Letter sent to advise customer of refund already applied.,33,Customer has lodged a complaint in regards to a Credit Card annual fee of $95 charged to his access account after he closed off the credit card.Customer has been charged a Credit Card annual fee after the card was closed off .Letter sent to advise customer of refund already applied.33,1.0,0.0
27812,COM-509302,COM-509302_1,Customer is unhappy as he has not received a cheque for the balance of amounthe had on his bank account after closure of the accounts.,Customer is unhappy as he has not received a cheque for the balance of amount he had on his bank account after closure of the accounts. Customer wants us to reissue the cheque and notify the outcome.,explained policy/process. letter sent.,33,Customer is unhappy as he has not received a cheque for the balance of amount he had on his bank account after closure of the accounts. Customer wants us to reissue the cheque and notify the outcome.Customer is unhappy as he has not received a cheque for the balance of amounthe had on his bank account after closure of the accounts.explained policy/process. letter sent.33,1.0,1.0
