,ConcernID,IssueID,IssueDescription,ConcernDescription,ResolutionDescription,Clause,keyword_corpus,Breach,Predicted_Breach
29499,COM-512508,COM-512508_1,Customer paid for Qantas membership that is free with the Frequent flyer card,Customer unhappy that she had to pay for Qantas membership as she was never told that the fee will be waived as she signed up for the Frequent Flyer Platinum card.,$100 as a goodwill gesture,14a,Customer unhappy that she had to pay for Qantas membership as she was never told that the fee will be waived as she signed up for the Frequent Flyer Platinum card.Customer paid for Qantas membership that is free with the Frequent flyer card$100 as a goodwill gesture14a,1.0,0.0
29504,COM-512515,COM-512515_1,credit card not closed,"The customer requested her credit card to be closed in March 2018. However, she has recently received a collections text advising that she owes around $30.00 on the card. She'd like the arrears to be waived and the card to be closed as requested.",apologised to the customer; advised that due to inconvenience would credit arrears which was actually $16.96 to the card as gwg and ensure card is closed,33,"The customer requested her credit card to be closed in March 2018. However, she has recently received a collections text advising that she owes around $30.00 on the card. She'd like the arrears to be waived and the card to be closed as requested.credit card not closedapologised to the customer; advised that due to inconvenience would credit arrears which was actually $16.96 to the card as gwg and ensure card is closed33",1.0,1.0
29513,COM-512532,COM-512532_1,Customer was not advised that she would be charged credit facility fee on Business account when she applied for an overdraft facility on business account. Customer wants the credit facility fee waived.,Customer was not advised that she would be charged with credit facility fee on  Business account when she applied for an overdraft facility on business  account. Customer wants the credit facility fee waived.,Refunded $572.24 as GWG to resolve complaint as  customer was not advised about the credit facility fee over the call. Transaction saved successfully. Transaction Number = 201807021577,14a,Customer was not advised that she would be charged with credit facility fee on  Business account when she applied for an overdraft facility on business  account. Customer wants the credit facility fee waived.Customer was not advised that she would be charged credit facility fee on Business account when she applied for an overdraft facility on business account. Customer wants the credit facility fee waived.Refunded $572.24 as GWG to resolve complaint as  customer was not advised about the credit facility fee over the call. Transaction saved successfully. Transaction Number = 20180702157714a,1.0,1.0
29516,COM-512534,COM-512534_1,"Customer has breached terms and conditions and ANZ will be closing his account, we have closed the account but customer has not received his cheque for the closing balance of $1,032.35.",Customer has been closed and customer not sure why it has been closed. Customer went to the branch to find out the reason but they cant give it to him. Customer asked for reason of account closure,"advised customer that funds processed electronically today to nominated bsb and account number , please allow 3 to 4 days though can be in the account tomorrow. customer ok with update.",33,"Customer has been closed and customer not sure why it has been closed. Customer went to the branch to find out the reason but they cant give it to him. Customer asked for reason of account closureCustomer has breached terms and conditions and ANZ will be closing his account, we have closed the account but customer has not received his cheque for the closing balance of $1,032.35.advised customer that funds processed electronically today to nominated bsb and account number , please allow 3 to 4 days though can be in the account tomorrow. customer ok with update.33",1.0,1.0
29629,COM-512732,COM-512732_1,Account Fee refund request due to account not used,Customer advised few weeks ago he realised he had a company passbook account which they have stopped using since 2005. He advised the account had around $929.00 in credit balance in 2005 and since then till now the monthly account fee of $6.00 has absorbed the balance. He closed the account now however he requested if we can refund any fees as it was a genuine error from their end.,I sincerely apologised customer for the concerns. I educated customer as the transactions are going over 7 years it will be very hard to identify the history of the account prior to the 7 years. However as a once off goodwill gesture I will approve $500.00 worth of fees refunded into his ANZ Business Premium Saver account as the Passbook account was under the same company name. It will be processed in 3 working days.  He was pleased with the resolution.,33,Customer advised few weeks ago he realised he had a company passbook account which they have stopped using since 2005. He advised the account had around $929.00 in credit balance in 2005 and since then till now the monthly account fee of $6.00 has absorbed the balance. He closed the account now however he requested if we can refund any fees as it was a genuine error from their end.Account Fee refund request due to account not usedI sincerely apologised customer for the concerns. I educated customer as the transactions are going over 7 years it will be very hard to identify the history of the account prior to the 7 years. However as a once off goodwill gesture I will approve $500.00 worth of fees refunded into his ANZ Business Premium Saver account as the Passbook account was under the same company name. It will be processed in 3 working days.  He was pleased with the resolution.33,1.0,0.0
29653,COM-512773,COM-512773_1,Customer has lodged a complaint as she thought her business account was closed in full in 2009. Her husband has set up a direct transfer of $25 per week and they thought these funds were going to a credit card.,Customer called to lodge a complaint in regards to the closure of her business account.,,33,Customer called to lodge a complaint in regards to the closure of her business account.Customer has lodged a complaint as she thought her business account was closed in full in 2009. Her husband has set up a direct transfer of $25 per week and they thought these funds were going to a credit card.33,1.0,1.0
29676,COM-512821,COM-512821_1,Processing time around credit limit decreases,Customer compares ANZ with comm bank in terms of processing times. He requested for a credit limit decrease. Said he urgently needed a confirmation and he was upset he needs to wait 1 bus day to receive it. Claims with other banks he can get it in lesser time.,I have issued the customer an email apologising for any inconvenience that has been caused as a result of the credit limit decrease request not being processed on his account instantaneously. I have confirmed feedback will be passed along to the relevant department to be reviewed internally in line with ANZ policies. I have further advised the confirmation letter he was seeking was emailed to him on 28/06 and advised should he not have received this to get back in touch with us to request a copy. Closing complaint pending additional contact.,15,Customer compares ANZ with comm bank in terms of processing times. He requested for a credit limit decrease. Said he urgently needed a confirmation and he was upset he needs to wait 1 bus day to receive it. Claims with other banks he can get it in lesser time.Processing time around credit limit decreasesI have issued the customer an email apologising for any inconvenience that has been caused as a result of the credit limit decrease request not being processed on his account instantaneously. I have confirmed feedback will be passed along to the relevant department to be reviewed internally in line with ANZ policies. I have further advised the confirmation letter he was seeking was emailed to him on 28/06 and advised should he not have received this to get back in touch with us to request a copy. Closing complaint pending additional contact.15,1.0,1.0
29690,COM-512848,COM-512848_1,customer dissatisfied with being charged fees on their equity manager account - customer was told they would be contacted within 48 hrs of any unauthorized charges on the account but were never contacted.customer seeking charges on account to be reimbursed,Contacted ANZ 2 days ago re charges on our Equity Account. I was guaranteed that I would be contacted within 48 hours setting out unauthorized charges which we have received no notification about as we have NEVER accessed this facility. Naturally we have heard nothing from you. Once again the banks disappoint.  Charges on this account be reversed,,14a,Contacted ANZ 2 days ago re charges on our Equity Account. I was guaranteed that I would be contacted within 48 hours setting out unauthorized charges which we have received no notification about as we have NEVER accessed this facility. Naturally we have heard nothing from you. Once again the banks disappoint.  Charges on this account be reversedcustomer dissatisfied with being charged fees on their equity manager account - customer was told they would be contacted within 48 hrs of any unauthorized charges on the account but were never contacted.customer seeking charges on account to be reimbursed14a,1.0,1.0
29763,COM-512964,COM-512964_1,Information Request not responded to,Customer opened an account in order for his loan funds to be disbursed to. Customer has contacted branch and ANZ multiple times to get details of this account however has not received a response.   Customer is requesting ANZ compensate for delay.,"Ensured settlement went through. Apologised for delay caused in settlement. Acknowledged poor expierence as new customer. To retain customer and restore good faith offered good will credit of $1,500.00 as compensation for delay.",15,"Customer opened an account in order for his loan funds to be disbursed to. Customer has contacted branch and ANZ multiple times to get details of this account however has not received a response.   Customer is requesting ANZ compensate for delay.Information Request not responded toEnsured settlement went through. Apologised for delay caused in settlement. Acknowledged poor expierence as new customer. To retain customer and restore good faith offered good will credit of $1,500.00 as compensation for delay.15",1.0,0.0
29766,COM-512968,COM-512968_1,duplicated card pay direct had reduced home loan offset account balance unnecessarily. Issue on card pay direct was resolved but branch failed to advise loan account maintenance on the transactions which impacted the account balance to calculate interest difference.,"Customer advised there was a duplicated setup for his card pay direct from November last year to 30 April. The issue on card pay direct has been resolved now. However, extra payments were taken out of his offset account and he was charged more interest on his home loan because the offset account balance was impacted.  BSB 6267 had requested for interest adjustment but he had not heard from them since.  Customer would like to have interest adjustment completed ASAP.",Confirmed duplicated payments and refunded extra interest charged. Apologised,14a,"Customer advised there was a duplicated setup for his card pay direct from November last year to 30 April. The issue on card pay direct has been resolved now. However, extra payments were taken out of his offset account and he was charged more interest on his home loan because the offset account balance was impacted.  BSB 6267 had requested for interest adjustment but he had not heard from them since.  Customer would like to have interest adjustment completed ASAP.duplicated card pay direct had reduced home loan offset account balance unnecessarily. Issue on card pay direct was resolved but branch failed to advise loan account maintenance on the transactions which impacted the account balance to calculate interest difference.Confirmed duplicated payments and refunded extra interest charged. Apologised14a",1.0,1.0
30035,COM-91610,COM-91610_1,Closure confirmation.,Registration*  Customer is facing issues with closing her Aussie credit card. This card has been paid out and her request for closure hasnt been actioned. She requires confirmation that this is closed.,Apologised to the customer for the issues caused in relation to receiving confirmation that the Aussie credit card is closed. Confirmed the account was closed on 18 February 2016 and her last payment was on 28 June 2017. This card is at a nil balance and remains closed. Also a letter was sent on 7 July 2017 to her address confirming the same.,33,Registration*  Customer is facing issues with closing her Aussie credit card. This card has been paid out and her request for closure hasnt been actioned. She requires confirmation that this is closed.Closure confirmation.Apologised to the customer for the issues caused in relation to receiving confirmation that the Aussie credit card is closed. Confirmed the account was closed on 18 February 2016 and her last payment was on 28 June 2017. This card is at a nil balance and remains closed. Also a letter was sent on 7 July 2017 to her address confirming the same.33,1.0,1.0
30295,COM-92193,COM-92193_1,Account closed due to small balance owing.,Customers loan closed down as he left a small balance so that he could use the redraw facility. customer advised that the account should only be closed when he asks for it to be closed.  Outcome sought redraw balance reinstated and breakfree package compensated.,Sent request for payment reversal to the maintenance team and reimbursed $395 for the break free package.  Transaction saved successfully. Transaction Number = 201707014003  Reversed the last payment to activate the account again.,33,Customers loan closed down as he left a small balance so that he could use the redraw facility. customer advised that the account should only be closed when he asks for it to be closed.  Outcome sought redraw balance reinstated and breakfree package compensated.Account closed due to small balance owing.Sent request for payment reversal to the maintenance team and reimbursed $395 for the break free package.  Transaction saved successfully. Transaction Number = 201707014003  Reversed the last payment to activate the account again.33,1.0,1.0
30362,COM-92349,COM-92349_1,Account closure,Customer stated he applied for a merchant facility and we blacklisted him. He mentioned that all the information he provided regarding the set of his business was provided to ANZ. Customer stated he is unable to be provided with merchant facility.,"Discussed complaint with customer. I advised as per our compliance requirement when ANZ ends a relationship with a merchant, we need to report this decision. Unfortunately we cannot remove this decision from the report. Advised any other banks decision to provide a terminal or not is dependent on their criteria. Apologised and advised I cannot change the decision. Email sent with escalation points.",33,"Customer stated he applied for a merchant facility and we blacklisted him. He mentioned that all the information he provided regarding the set of his business was provided to ANZ. Customer stated he is unable to be provided with merchant facility.Account closureDiscussed complaint with customer. I advised as per our compliance requirement when ANZ ends a relationship with a merchant, we need to report this decision. Unfortunately we cannot remove this decision from the report. Advised any other banks decision to provide a terminal or not is dependent on their criteria. Apologised and advised I cannot change the decision. Email sent with escalation points.33",1.0,1.0
30642,COM-92914,COM-92914_1,Accounts closed / unclaimed monies,"Closure of Account/s (same complaint applicable to account no. 5951-80986) 1. Received letter by registered mail informing account/s was closed, enclosed a bank cheque as final payment. 2. Letter refers to previous letter dated 24 April 2017. This letter was not received. 3. Upon inquiry, bank responded (automated message) that decision is final, noting that we will not be able to open any further accounts with ANZ. 4. Content of the letter sent on 24 April and proof that the letter was indeed sent was not met nor addressed by the bank. 5. No reason specified for the action and what was needed to be rectified in the first place. 6. ANZ account/s have been held for over 10 years with sound balance. 7. ANZ have our updated contact details, including email addresses, but no efforts were made to reach out. 8. Requesting clarification for this unfair action and reinstating/reopening of accounts",OTR,33,"Closure of Account/s (same complaint applicable to account no. 5951-80986) 1. Received letter by registered mail informing account/s was closed, enclosed a bank cheque as final payment. 2. Letter refers to previous letter dated 24 April 2017. This letter was not received. 3. Upon inquiry, bank responded (automated message) that decision is final, noting that we will not be able to open any further accounts with ANZ. 4. Content of the letter sent on 24 April and proof that the letter was indeed sent was not met nor addressed by the bank. 5. No reason specified for the action and what was needed to be rectified in the first place. 6. ANZ account/s have been held for over 10 years with sound balance. 7. ANZ have our updated contact details, including email addresses, but no efforts were made to reach out. 8. Requesting clarification for this unfair action and reinstating/reopening of accountsAccounts closed / unclaimed moniesOTR33",1.0,1.0
30754,COM-93146,COM-93146_2,Annual fee is not prorata refunded when the account is closed.,"Registration* Customer contacted ANZ to close his ANZ Frequent Flyer credit card account and request for a pro rata refund of the Annual fee. He was advised the Annual fee cannot be refunded. He threatened to approach the Financial Ombudsman and after this he was informed that a refund of $47.50 would be provided but he needs to close his account before 30 June 2017. He agreed to this and he stopped using the cards on the account. He would like ANZ to apologise for their process of identification over the phone after he provided more than enough information to authenticate him. Also, credit his Credit union account with $20.00 that was debited to pay the credit card account that he has closed.","Apologised to the customer for the issues caused in relation to closing his ANZ Frequent Flyer credit card over the phone due to ANZs identification process. Educated the customer the importance to identify the caller and advised the process. Our records indicate on 29 June 2017, he declined to provide a security code or answer security questions. For this reason he was advised to visit an ANZ Branch therefore, I am unable to call him over the phone to discuss his concern. The Annual fee on an ANZ credit card is not refunded when the credit card is closed this is as per Clause 22(b) of the ANZ Credit card conditions of use. On 7 June 2017, there was a successful transaction to Sumofus for $20.00 from his attached AMEX credit card. The statement dated 12 June 2017 was due on 26 June 2017. As he has Card Pay direct to automatically pay his credit card by the due date, the $20.00 was credited to his credit card to avoid further interest or fees. Offer reinstated $47.50 to advise by 11 August 2017. After acceptance the credit will take 5 business days to process. Also, requested him to confirm the other banks account details. ***12/09/2017- Signed acceptance received. Credited $47.50 to OFI account and closed the ANZ Frequent Flyer credit card.",33,"Registration* Customer contacted ANZ to close his ANZ Frequent Flyer credit card account and request for a pro rata refund of the Annual fee. He was advised the Annual fee cannot be refunded. He threatened to approach the Financial Ombudsman and after this he was informed that a refund of $47.50 would be provided but he needs to close his account before 30 June 2017. He agreed to this and he stopped using the cards on the account. He would like ANZ to apologise for their process of identification over the phone after he provided more than enough information to authenticate him. Also, credit his Credit union account with $20.00 that was debited to pay the credit card account that he has closed.Annual fee is not prorata refunded when the account is closed.Apologised to the customer for the issues caused in relation to closing his ANZ Frequent Flyer credit card over the phone due to ANZs identification process. Educated the customer the importance to identify the caller and advised the process. Our records indicate on 29 June 2017, he declined to provide a security code or answer security questions. For this reason he was advised to visit an ANZ Branch therefore, I am unable to call him over the phone to discuss his concern. The Annual fee on an ANZ credit card is not refunded when the credit card is closed this is as per Clause 22(b) of the ANZ Credit card conditions of use. On 7 June 2017, there was a successful transaction to Sumofus for $20.00 from his attached AMEX credit card. The statement dated 12 June 2017 was due on 26 June 2017. As he has Card Pay direct to automatically pay his credit card by the due date, the $20.00 was credited to his credit card to avoid further interest or fees. Offer reinstated $47.50 to advise by 11 August 2017. After acceptance the credit will take 5 business days to process. Also, requested him to confirm the other banks account details. ***12/09/2017- Signed acceptance received. Credited $47.50 to OFI account and closed the ANZ Frequent Flyer credit card.33",1.0,1.0
30920,COM-93528,COM-93528_1,maintenance error,Customer has an ANZ Access Advantage account with us where he has requested the account to be closed. Customer is not happy that it has remained open and wishes to close the account.,"I apologised to customer for any inconvenience as a result of the maintenance error, I advised customer his feedback will be addressed with the relevant business areas for internal review. I advised customer I will credit the account $28.67 to ensure the balance reaches 0 and close the account accordingly. Case closed.",33,"Customer has an ANZ Access Advantage account with us where he has requested the account to be closed. Customer is not happy that it has remained open and wishes to close the account.maintenance errorI apologised to customer for any inconvenience as a result of the maintenance error, I advised customer his feedback will be addressed with the relevant business areas for internal review. I advised customer I will credit the account $28.67 to ensure the balance reaches 0 and close the account accordingly. Case closed.33",1.0,1.0
30954,COM-93591,COM-93591_1,account closure,Customer is POA over a joint account held with her mother and father. Last year her father had passed away and customer had access to this account via ANZ Internet Banking. Customer would like to confirm why the account has been closed.,letter sent to customer confirming she has been added as POA to account,33,Customer is POA over a joint account held with her mother and father. Last year her father had passed away and customer had access to this account via ANZ Internet Banking. Customer would like to confirm why the account has been closed.account closureletter sent to customer confirming she has been added as POA to account33,1.0,0.0
30990,COM-93694,COM-93694_1,ANZ closed accounts - cheque not received.,"ANZ Online saver ending 5319 Account closed by the bank  Customer authorised third party to speak  Customer has now updated  the address and is concerned cheque for $183,731.59 was sent to old address  dated 16/11/2016 Seeking to have the cheque cancelled and resent to new address","Advised customer cheque issued on the 21st of July so it should be received shortly, confirmed to customer the address the cheque was sent to and customer advised that's ok will keep an eye on it. Advised customer if there are any problems or if she hasnt received the cheque she can call us back and issued customer a letter to that effect.",33,"ANZ Online saver ending 5319 Account closed by the bank  Customer authorised third party to speak  Customer has now updated  the address and is concerned cheque for $183,731.59 was sent to old address  dated 16/11/2016 Seeking to have the cheque cancelled and resent to new addressANZ closed accounts - cheque not received.Advised customer cheque issued on the 21st of July so it should be received shortly, confirmed to customer the address the cheque was sent to and customer advised that's ok will keep an eye on it. Advised customer if there are any problems or if she hasnt received the cheque she can call us back and issued customer a letter to that effect.33",1.0,1.0
31300,COM-94364,COM-94364_1,Problems with the closure of his account.,Customer is not happy with being unable to close his account. Customer advises that they moved houses and unfortunately there is no branch available where they relocated. Customer contacted ANZ to close who advise unable to do. Customer was then advised to send a letter to confirm the closure request and where to send the funds that currently stand in their account. Customer had the letter sent however still no action taken. Customer tried to call the closures team to request the closure however unable to get past the IVR as he advises that it asks for a set of numbers he is not aware of. Customer wanting to close the account and if not a better understanding why he is unable to. Customer is legally blind hence unable to get to a branch and advises the closest branch is 60km away from him.,"Apologised to the customer, advised the customer will refund the $28.00 fee for transfer of funds to the other financial institution and once cleared to call back to have the account closed. Provided the customer with the direct number to the closures team and advised of trading hours. Customer happy with resolution of the complaint.",33,"Customer is not happy with being unable to close his account. Customer advises that they moved houses and unfortunately there is no branch available where they relocated. Customer contacted ANZ to close who advise unable to do. Customer was then advised to send a letter to confirm the closure request and where to send the funds that currently stand in their account. Customer had the letter sent however still no action taken. Customer tried to call the closures team to request the closure however unable to get past the IVR as he advises that it asks for a set of numbers he is not aware of. Customer wanting to close the account and if not a better understanding why he is unable to. Customer is legally blind hence unable to get to a branch and advises the closest branch is 60km away from him.Problems with the closure of his account.Apologised to the customer, advised the customer will refund the $28.00 fee for transfer of funds to the other financial institution and once cleared to call back to have the account closed. Provided the customer with the direct number to the closures team and advised of trading hours. Customer happy with resolution of the complaint.33",1.0,1.0
31433,COM-94671,COM-94671_1,cash advance fees issue while withdrawing money from the credit card.,customer called in regards to cash advance fees been charge and branch did not advised,I have offered $400.20 as a good will credit to the customer card. customer accepted the resolution.,14a,customer called in regards to cash advance fees been charge and branch did not advisedcash advance fees issue while withdrawing money from the credit card.I have offered $400.20 as a good will credit to the customer card. customer accepted the resolution.14a,1.0,1.0
31480,COM-94783,COM-94783_1,account closure,Customer are requesting ANZ to close your ANZ Online Saver account opened up over the phone on 14 March 2017 without visiting the branch to complete the authority documents.,Thank you for the opportunity to investigate this matter and respond to your concerns. We have considered all the information as provided by you and known to ANZ.  I have liaised with the branch manager of ANZ Chatswood branch and he has sighted the documentation and will proceed with the closure of the account today.  Please accept our apologies for any inconvenience this has caused you.,33,Customer are requesting ANZ to close your ANZ Online Saver account opened up over the phone on 14 March 2017 without visiting the branch to complete the authority documents.account closureThank you for the opportunity to investigate this matter and respond to your concerns. We have considered all the information as provided by you and known to ANZ.  I have liaised with the branch manager of ANZ Chatswood branch and he has sighted the documentation and will proceed with the closure of the account today.  Please accept our apologies for any inconvenience this has caused you.33,1.0,0.0
31789,COM-95511,COM-95511_1,Card closure,Customer requesting cancellation of the card.,Customer informed request sent to relevant area for further assistance.,33,Customer requesting cancellation of the card.Card closureCustomer informed request sent to relevant area for further assistance.33,1.0,0.0
31806,COM-95557,COM-95557_1,account not closed,customer states that he had requested for his accounts to be closed on numerous occasions in the past but till today the accounts have not been closed due to this direct debits have been processed and customer's account has been overdrawn and fees have been charged  customer is extremely upset and wants the funds returned and the account closed,apologised to the customer for the inconvenience caused as the accounts have not been closed advised customer the reason why the direct debits are coming through  advised that he needs to contact the direct debit providers and advise them to stop the transactions from coming through  customer advised he will follow up with them  advised customer as a good will gesture we will refund the outstanding in both his accounts after the balance goes down to $0.00 he can visit the branch and close the account  customer accepted outcome,33,customer states that he had requested for his accounts to be closed on numerous occasions in the past but till today the accounts have not been closed due to this direct debits have been processed and customer's account has been overdrawn and fees have been charged  customer is extremely upset and wants the funds returned and the account closedaccount not closedapologised to the customer for the inconvenience caused as the accounts have not been closed advised customer the reason why the direct debits are coming through  advised that he needs to contact the direct debit providers and advise them to stop the transactions from coming through  customer advised he will follow up with them  advised customer as a good will gesture we will refund the outstanding in both his accounts after the balance goes down to $0.00 he can visit the branch and close the account  customer accepted outcome33,1.0,1.0
31883,COM-95787,COM-95787_1,Account closure,"You are dissatisfied with not being able to change your pin number through your mobile application. On 27 July 2017, you tried to use your card at the local IGA store. The transaction amount was more than $100.00 so you were required to use your pin number.  The card was locked out as you had three attempts. When contacting us over the telephone, our staff member informed you there was no option to change your pin number. As a result, you would like us to remove all your personal details and account from our file.","I have reviewed your concern and I?m sorry our service has let you down. The issues raised will be passed on to relevant manager for our internal review. However, I am unable to remove all your personal details and account number as requested. If you choose to close your accounts, please ensure there is nil balance in your account and all direct debits have been cancelled. To close your account, please contact 1800 155 261 9am-7pm Monday to Friday AEST.",33,"You are dissatisfied with not being able to change your pin number through your mobile application. On 27 July 2017, you tried to use your card at the local IGA store. The transaction amount was more than $100.00 so you were required to use your pin number.  The card was locked out as you had three attempts. When contacting us over the telephone, our staff member informed you there was no option to change your pin number. As a result, you would like us to remove all your personal details and account from our file.Account closureI have reviewed your concern and I?m sorry our service has let you down. The issues raised will be passed on to relevant manager for our internal review. However, I am unable to remove all your personal details and account number as requested. If you choose to close your accounts, please ensure there is nil balance in your account and all direct debits have been cancelled. To close your account, please contact 1800 155 261 9am-7pm Monday to Friday AEST.33",1.0,1.0
31983,COM-95964,COM-95964_1,Customer advised she closed account over the phone one year ago and just received the statement for the open account.,Customer advised she closed account over the phone one year ago and just received the statement for the open account.,Apologised to customer and warm transferred call to DDA closures.,33,Customer advised she closed account over the phone one year ago and just received the statement for the open account.Customer advised she closed account over the phone one year ago and just received the statement for the open account.Apologised to customer and warm transferred call to DDA closures.33,1.0,1.0
32087,COM-96165,COM-96165_1,Customer was required to pay a higher amount for the registration of transfer of land fee compared to what was quoted to him.,"Customer received 30-day letter advising to pay a registration fee of $2833.00 for his home loan when he was quoted an amount of $2749.00, a difference of $84.00. Customer enquired about physical evidence showing the requirement of the additional amount.  Customer was told by contact centre the proof of the required amount for the fee can be obtained from State Revenue Office.","Apologised, fee reversed due to bank error",14a,"Customer received 30-day letter advising to pay a registration fee of $2833.00 for his home loan when he was quoted an amount of $2749.00, a difference of $84.00. Customer enquired about physical evidence showing the requirement of the additional amount.  Customer was told by contact centre the proof of the required amount for the fee can be obtained from State Revenue Office.Customer was required to pay a higher amount for the registration of transfer of land fee compared to what was quoted to him.Apologised, fee reversed due to bank error14a",1.0,1.0
32115,COM-96238,COM-96238_1,interest,"Customer states she has been advised the incorrect information in relation to her Home Loan. Customer has advised she was told she would be able to reduce her repayments if she deposited a lump sum into her redraw ($130,000) but has now been advised the only thing this has done is reduce the amount of interest she would pay. Customer states based on this incorrect information she received she took out a loan from another financial institution which had a lower interest and paid her account. Customer states this has now put her in financial hardship.",18 October 2017 - Completed review. Unable to evidence claim that incorrect advice was provided. Interest charge from 17 August 2017 was correctly applied and later reversed by Complaints as a goodwill gesture. Feedback noted and apology for service experience. Offered a further $50  as a goodwill gesture.  28/08/2017 - Apologised to customer and informed her I will reverse the interest charged of $362.48 as goodwill gesture.,14a,"Customer states she has been advised the incorrect information in relation to her Home Loan. Customer has advised she was told she would be able to reduce her repayments if she deposited a lump sum into her redraw ($130,000) but has now been advised the only thing this has done is reduce the amount of interest she would pay. Customer states based on this incorrect information she received she took out a loan from another financial institution which had a lower interest and paid her account. Customer states this has now put her in financial hardship.interest18 October 2017 - Completed review. Unable to evidence claim that incorrect advice was provided. Interest charge from 17 August 2017 was correctly applied and later reversed by Complaints as a goodwill gesture. Feedback noted and apology for service experience. Offered a further $50  as a goodwill gesture.  28/08/2017 - Apologised to customer and informed her I will reverse the interest charged of $362.48 as goodwill gesture.14a",1.0,1.0
32234,COM-96407,COM-96407_1,Customer needs bank cheque to be sent overseas,"Customer called ANZ Business Banking to obtain a bank cheque for his Business trust account while he is overseas. The consultant could not provide him with a solution. He requested to speak with a supervisor. The consultant tried to handle the matter himself. However he did not put him through to a supervisor and said it was not his process. He would instead transfer him to complaints, and in fact transferred to Onepath. Customer would to access bank cheques from his trust account while he is overseas.",Letter sent to customer advising he already have a cheque book for his ANZ Statutory Trust account. I will provide feedback to the relevant rea about his call.,15,"Customer called ANZ Business Banking to obtain a bank cheque for his Business trust account while he is overseas. The consultant could not provide him with a solution. He requested to speak with a supervisor. The consultant tried to handle the matter himself. However he did not put him through to a supervisor and said it was not his process. He would instead transfer him to complaints, and in fact transferred to Onepath. Customer would to access bank cheques from his trust account while he is overseas.Customer needs bank cheque to be sent overseasLetter sent to customer advising he already have a cheque book for his ANZ Statutory Trust account. I will provide feedback to the relevant rea about his call.15",1.0,1.0
32256,COM-96442,COM-96442_1,Customer was advised by the Melville ANZ that he would not get charged a fee on his ANZ Frequent Flyer Black card however he is getting Rewards fee,Customer was advised by the Melville ANZ branch that he would not get charged an Annual fee on his ANZ Frequent Flyer Black card however the customer has noticed a $110.00 Rewards Fee.  Customer is not happy in regards to this.,Customer has called me back and I have explained that even with Breakfree Pacakage the Rewards fee will still be charged.  I have advised that the fee charged on the 16/07/2017 I will refund the customer this fee as a good will gesture.  I advised however the fee is standard on the account and will apply next year.  Email sent to customer.,14a,Customer was advised by the Melville ANZ branch that he would not get charged an Annual fee on his ANZ Frequent Flyer Black card however the customer has noticed a $110.00 Rewards Fee.  Customer is not happy in regards to this.Customer was advised by the Melville ANZ that he would not get charged a fee on his ANZ Frequent Flyer Black card however he is getting Rewards feeCustomer has called me back and I have explained that even with Breakfree Pacakage the Rewards fee will still be charged.  I have advised that the fee charged on the 16/07/2017 I will refund the customer this fee as a good will gesture.  I advised however the fee is standard on the account and will apply next year.  Email sent to customer.14a,1.0,1.0
32424,COM-96655,COM-96655_2,Business Online Saver account not receiving any bonus interest rate since it was opened in April 2011,Customer called to lodge a complaint about not receiving  a bonus rate on her Business Online Saver Account since it was opened in April 2011. Customer states her statements never told her interest arte and she assumed she had a permanent bonus interest rate loaded on the account .  Customer was told last week that there is no bonus rate on her account at all. customer is shocked. Customer states there was considerable amount of money in the account since it was opened in 2011 and she would like all the interest backdated into the account.  Customer has another complaint about annual fee and rewards fee and additional card holder fee charged on her ANZ Rewards card account. Customer believed a total fee of $145.00 is too steep to pay and hence would like it reversed as she believes she give a lot of business to ANZ.,"Letter sent to customer advising that we have reimbursed the missed bonus interest for the last 6 months.  In addition i have loaded the bonus interert rate onto her business online saver, this expires 30/09/2017.  Customer declined for the credit card annual fee and reward program fee reversal as no error and fee charged in accordance with the terms and conditions.",14a,"Customer called to lodge a complaint about not receiving  a bonus rate on her Business Online Saver Account since it was opened in April 2011. Customer states her statements never told her interest arte and she assumed she had a permanent bonus interest rate loaded on the account .  Customer was told last week that there is no bonus rate on her account at all. customer is shocked. Customer states there was considerable amount of money in the account since it was opened in 2011 and she would like all the interest backdated into the account.  Customer has another complaint about annual fee and rewards fee and additional card holder fee charged on her ANZ Rewards card account. Customer believed a total fee of $145.00 is too steep to pay and hence would like it reversed as she believes she give a lot of business to ANZ.Business Online Saver account not receiving any bonus interest rate since it was opened in April 2011Letter sent to customer advising that we have reimbursed the missed bonus interest for the last 6 months.  In addition i have loaded the bonus interert rate onto her business online saver, this expires 30/09/2017.  Customer declined for the credit card annual fee and reward program fee reversal as no error and fee charged in accordance with the terms and conditions.14a",1.0,1.0
